nose_x,l_shouldr_x,r_shoulder_x,l_elbow_x,r_elbow_x,l_wrist_x,r_wrist_x,l_hip_x,r_hip_x,l_knee_x,r_knee_x,l_ankle_x,r_ankle_x,nose_y,l_shouldr_y,r_shoulder_y,l_elbow_y,r_elbow_y,l_wrist_y,r_wrist_y,l_hip_y,r_hip_y,l_knee_y,r_knee_y,l_ankle_y,r_ankle_y,nose_z,l_shouldr_z,r_shoulder_z,l_elbow_z,r_elbow_z,l_wrist_z,r_wrist_z,l_hip_z,r_hip_z,l_knee_z,r_knee_z,l_ankle_z,r_ankle_z,Output
0.480463266,0.543909371,0.42660594,0.568750203,0.390033394,0.539000452,0.432069242,0.518565238,0.450394452,0.529342115,0.452753961,0.514772594,0.457409561,0.27391845,0.355511874,0.35740912,0.450812787,0.460316837,0.502126276,0.447154075,0.568511367,0.575723886,0.701616943,0.730593979,0.783961952,0.875242054,-0.28745681,-0.031618364,-0.075902455,-0.03075343,-0.19493331,-0.191220865,-0.449843705,0.000123503,-0.000163253,-0.347023189,-0.105399787,0.052959628,0.142134726,2
0.497655451,0.55627954,0.445186377,0.582785428,0.412533671,0.537738085,0.410579592,0.523891628,0.457246721,0.516464591,0.439742804,0.523374557,0.44958657,0.269198388,0.34927237,0.342475563,0.452264309,0.409790814,0.428494751,0.487428188,0.568863988,0.55622828,0.713035762,0.684274495,0.868737519,0.766128302,-0.307429045,-0.145934299,-0.005961428,-0.276083946,0.106838562,-0.551812053,0.003337855,-0.024508627,0.024481807,-0.034843877,-0.209447309,0.242215827,0.201248735,2
0.486810744,0.532899201,0.41816631,0.563123465,0.386871368,0.525191188,0.415334642,0.509641111,0.44331795,0.510738552,0.4447712,0.510141551,0.448092699,0.220600754,0.299910992,0.294638783,0.400471866,0.397771031,0.43738395,0.392324507,0.522724807,0.520920396,0.655013323,0.667930365,0.752122343,0.797821581,-0.383476526,-0.120774768,-0.126252502,-0.133556575,-0.241992399,-0.324054927,-0.538353741,-0.003710924,0.003670781,-0.07097201,0.015142264,0.318399757,0.359787077,2
0.484998614,0.54131645,0.42969957,0.563275695,0.398554236,0.506584287,0.395824224,0.507303417,0.440826982,0.49756971,0.421443611,0.50054884,0.429615915,0.204190001,0.296817273,0.283953309,0.405524909,0.3625938,0.378219545,0.442917377,0.513000369,0.497034162,0.661262274,0.609476507,0.7926597,0.712207973,-0.409022957,-0.196068972,-0.053810637,-0.334927738,0.026667807,-0.625371575,-0.096315593,-0.025415365,0.025395563,-0.059139587,-0.302273124,0.244332463,0.087156847,2
0.466026306,0.522628605,0.40989238,0.551104069,0.374887139,0.519183755,0.398742825,0.499515474,0.433380365,0.504656732,0.438805997,0.49837032,0.439561069,0.204878047,0.278740346,0.272963166,0.372580171,0.37431559,0.431627661,0.33597672,0.499174178,0.507091224,0.635262668,0.655579865,0.70600152,0.786086679,-0.350865245,-0.101165667,-0.094349772,-0.088495262,-0.23834081,-0.222462296,-0.557337642,-0.00194281,0.001838441,-0.088210389,-0.014713302,0.377507597,0.319450051,2
0.477572739,0.5338341,0.421381056,0.554057956,0.390411466,0.50353682,0.389613837,0.500277698,0.434501708,0.493000567,0.429896832,0.488996446,0.431248009,0.198625088,0.288087815,0.273803532,0.396423727,0.358091861,0.364677399,0.437311798,0.507766485,0.494727314,0.663642526,0.632627845,0.788075328,0.694160104,-0.33995527,-0.14728865,-0.016788613,-0.279454827,0.105912611,-0.581281066,0.012023327,-0.015703434,0.015563531,-0.008670248,-0.226664662,0.307442814,0.203187972,2
0.454878092,0.516817808,0.405311674,0.550936997,0.374341577,0.524545789,0.390943527,0.500022352,0.434506357,0.502855778,0.439312845,0.506435692,0.445299089,0.207951203,0.283471912,0.286191612,0.37824735,0.395856321,0.450722069,0.35028398,0.506741107,0.515188098,0.647688448,0.664003432,0.707932353,0.789300978,-0.360368222,-0.108116545,-0.099000104,-0.057903428,-0.234691575,-0.150079712,-0.551872373,-0.008729046,0.008525505,-0.089320555,-0.012461311,0.388226986,0.282405138,2
0.475699514,0.536424816,0.422050655,0.560201824,0.394782156,0.506435812,0.398148775,0.506010175,0.438640356,0.502411008,0.417110294,0.502848029,0.423211187,0.207005948,0.286527216,0.284773886,0.397030324,0.37156114,0.353286147,0.445427597,0.519315422,0.509228766,0.670050025,0.642390668,0.801798224,0.697933078,-0.381515384,-0.193961829,-0.04802515,-0.358605444,0.102050602,-0.669488311,0.036533616,-0.030526752,0.030500239,-0.035886966,-0.04316961,0.271068394,0.428672791,2
0.451309443,0.509716034,0.396262825,0.53429842,0.364127457,0.507945716,0.392418921,0.486575663,0.420223057,0.495904773,0.420456409,0.499599993,0.424752533,0.208488643,0.291710168,0.292048931,0.386760205,0.402275026,0.448039502,0.377122909,0.510630846,0.516998529,0.650490344,0.667562544,0.72459507,0.795318782,-0.366571486,-0.126158625,-0.111604705,-0.100687288,-0.240379736,-0.209847882,-0.540825546,-0.007528535,0.007396827,-0.054488171,-0.01377171,0.398601621,0.285640538,2
0.477596909,0.532904327,0.415420771,0.554579794,0.387877464,0.512753069,0.39212212,0.497401327,0.430186599,0.485879809,0.411705106,0.483735889,0.422634184,0.196070492,0.287988305,0.282052666,0.39601621,0.370674074,0.379523098,0.453313798,0.511911154,0.501511633,0.662715912,0.637502849,0.799054444,0.732590854,-0.431600243,-0.190613523,-0.102218285,-0.318292648,-0.012697604,-0.624643147,-0.145826489,-0.02272957,0.022778692,-0.054464661,-0.218461111,0.271933198,0.173983753,2
0.475212008,0.525269151,0.40549612,0.548280358,0.379752606,0.517467678,0.397100002,0.501087487,0.432666063,0.513681889,0.435559899,0.50483501,0.443836153,0.198802322,0.286585867,0.288966447,0.383561701,0.398096532,0.442406684,0.429724753,0.506766498,0.514346778,0.647196352,0.663709402,0.73155719,0.786699235,-0.324507177,-0.085584976,-0.098680779,-0.079242893,-0.166245013,-0.245912716,-0.40660125,0.001023036,-0.001069988,-0.092816465,-0.016164359,0.315360606,0.317486614,2
0.489096463,0.547962666,0.434979498,0.572366118,0.412668079,0.521296442,0.402809232,0.514320552,0.447457224,0.514181018,0.437675893,0.513176858,0.439332724,0.198292196,0.288827062,0.288780957,0.395698547,0.383251607,0.414606959,0.455632329,0.510945022,0.500364125,0.658235848,0.633679748,0.794100165,0.737629235,-0.425666988,-0.193415001,-0.090715006,-0.275193453,0.022423936,-0.551612318,-0.109867677,-0.017752515,0.017841185,-0.043915905,-0.211515501,0.251373589,0.140314132,2
0.46502924,0.526329517,0.408707768,0.555284262,0.383081853,0.525297761,0.388835281,0.508854389,0.439473212,0.517035365,0.442070395,0.520913184,0.451291502,0.195439905,0.27747184,0.284794599,0.377296746,0.384969294,0.442913413,0.428116351,0.50590384,0.513820589,0.646446168,0.667636693,0.733805835,0.792759299,-0.351153344,-0.120770894,-0.099317193,-0.089401305,-0.148160309,-0.208224922,-0.383979797,-0.006569899,0.006416557,-0.032337274,0.024374753,0.340751201,0.335168988,2
0.479371697,0.541110814,0.425529718,0.568441868,0.393445581,0.513628185,0.40085569,0.505477846,0.439097017,0.497571617,0.431746811,0.495134115,0.443951935,0.188651413,0.276383251,0.268981963,0.382501155,0.354973108,0.37672314,0.430043012,0.507107198,0.498270094,0.660759568,0.639982998,0.797255337,0.741246343,-0.340515882,-0.14249973,-0.016525531,-0.265478998,0.08638148,-0.545715213,-0.033289365,-0.024911452,0.024903944,-0.013435001,-0.201020628,0.265557945,0.133882925,2
0.461696088,0.520864666,0.401887566,0.548731923,0.37267679,0.510701776,0.399716318,0.50291431,0.434126288,0.505618751,0.438411325,0.508409441,0.444721162,0.194291607,0.279197395,0.283342659,0.381493479,0.375197053,0.420853406,0.43350029,0.502106607,0.510638118,0.640015423,0.657021284,0.74340874,0.78350395,-0.342777431,-0.109598659,-0.115592733,-0.154184431,-0.15810807,-0.375329554,-0.398856729,-0.007484861,0.007444474,-0.095733963,0.039761089,0.315137029,0.370688111,2
0.49699527,0.54598856,0.432400525,0.571232915,0.40268907,0.513722599,0.399901778,0.508976936,0.44325155,0.50463748,0.436261594,0.502361238,0.437377393,0.207890794,0.296230644,0.289980024,0.401304513,0.367858708,0.393175989,0.43531093,0.515264332,0.502692282,0.662314713,0.639866889,0.793815434,0.726576626,-0.391974777,-0.164251983,-0.054094046,-0.285253406,0.083525956,-0.590535641,0.005019366,-0.014109118,0.014217747,-0.025256697,-0.253950417,0.252129197,0.118687227,2
0.480645418,0.531469107,0.408661902,0.558746934,0.377667874,0.52133888,0.398903459,0.51095444,0.442135245,0.525033891,0.446183503,0.519317269,0.450620174,0.206257522,0.288164258,0.294052154,0.387426049,0.391429424,0.448799729,0.426558942,0.521622419,0.528369308,0.663053572,0.675218701,0.753903389,0.795369685,-0.352458417,-0.11326313,-0.111906014,-0.11778219,-0.196269706,-0.286739379,-0.467314333,0.000931691,-0.001044214,-0.027195266,-0.007924309,0.423056364,0.344525069,2
0.498509943,0.559134901,0.442008644,0.580601156,0.416313827,0.533234715,0.411739171,0.521079302,0.451596737,0.519481421,0.438083947,0.516575933,0.441468626,0.187479362,0.284656912,0.277721673,0.398162663,0.369082958,0.400216192,0.448561162,0.515734315,0.500452161,0.66714561,0.64497447,0.806721926,0.694790661,-0.352801889,-0.169367597,-0.033600818,-0.266470611,0.095543094,-0.559520721,-0.012608884,-0.021434298,0.021447437,-0.039552215,-0.110773765,0.232545525,0.370886296,2
0.482243478,0.547772348,0.422956318,0.574770629,0.384599656,0.531317592,0.408909738,0.522105098,0.451223552,0.523274243,0.455056816,0.521232426,0.465547144,0.177020401,0.272538036,0.274353802,0.376810104,0.372701615,0.402326435,0.407923371,0.502022922,0.509676576,0.653959394,0.673177183,0.720280886,0.814328432,-0.429132164,-0.190428272,-0.120955825,-0.280168086,-0.223282859,-0.549083471,-0.548990369,-0.01334275,0.01322511,-0.146417156,-0.133461103,0.47168082,0.209982589,2
0.496389538,0.559894562,0.442250967,0.587598681,0.40997687,0.529255152,0.406175524,0.522819877,0.453611553,0.517699778,0.433995873,0.515620112,0.443453699,0.187853292,0.275370479,0.272188455,0.387252688,0.357487619,0.39250955,0.437102526,0.512073457,0.49625653,0.664528668,0.641198814,0.810409844,0.714571178,-0.458652169,-0.198975712,-0.060551602,-0.314113677,0.08805038,-0.617681146,-0.012714101,-0.027148034,0.027246211,-0.05064128,-0.16786769,0.20786874,0.268288493,2
0.482847124,0.541863799,0.424553931,0.565553069,0.382921696,0.54582262,0.414018244,0.521398485,0.452415228,0.529501796,0.451380402,0.507576346,0.461755365,0.197989956,0.287824333,0.287973344,0.387350291,0.369965434,0.468827665,0.402199715,0.504889727,0.512120128,0.638186455,0.663442075,0.69581598,0.802128911,-0.368043453,-0.116800882,-0.15259859,-0.061238326,-0.27202332,-0.14084132,-0.532460093,0.008780079,-0.008874591,-0.127022713,-0.071152709,0.322838932,0.199678332,2
0.500732422,0.561211646,0.442920446,0.586105943,0.420396894,0.534386992,0.420892298,0.526373029,0.458285153,0.524163842,0.44492355,0.522360623,0.447740793,0.185149387,0.272081017,0.271642864,0.382224113,0.358648449,0.325974822,0.426211923,0.500457168,0.490059733,0.656395853,0.63587153,0.797819197,0.71995908,-0.419458479,-0.183311477,-0.075604074,-0.331339538,0.046227552,-0.651417911,-0.051085014,-0.025142048,0.02514188,-0.046847574,-0.139881074,0.201278254,0.31763202,2
0.48063311,0.543828785,0.427533001,0.574460745,0.395569146,0.547843933,0.405478567,0.523105025,0.455338329,0.531947374,0.452193499,0.52976042,0.45843783,0.190654352,0.271930724,0.269251347,0.359438837,0.354598939,0.427531421,0.373613507,0.496733516,0.50140965,0.625298798,0.655551255,0.69892627,0.794822037,-0.313399851,-0.054627597,-0.05041172,-0.0232304,-0.187943414,-0.145421848,-0.502972066,-0.003424026,0.003365437,-0.237380892,-0.039091025,0.192570776,0.2768884,2
0.502497077,0.562475801,0.448270023,0.585284531,0.424434274,0.535525918,0.417502224,0.5289976,0.460564852,0.526011527,0.448904604,0.528510451,0.449006498,0.188672572,0.277527153,0.272252083,0.391367376,0.362463921,0.341665238,0.436352938,0.50022614,0.48958385,0.6576792,0.633758843,0.796122134,0.712887108,-0.428808033,-0.198121041,-0.085146338,-0.351756036,0.053475816,-0.67701602,-0.033376709,-0.025742605,0.025772963,-0.057280224,-0.007970676,0.167223781,0.495613664,2
0.486810029,0.538699567,0.426247358,0.566362202,0.403609693,0.544903755,0.408521593,0.514713883,0.450184882,0.508251429,0.449061453,0.509319186,0.458303064,0.21343419,0.29734537,0.303575963,0.388061106,0.402125537,0.451152593,0.453047544,0.505350471,0.510687709,0.627758682,0.663122177,0.668540001,0.794507027,-0.388844669,-0.13860327,-0.11295186,-0.13237837,-0.162742049,-0.310173303,-0.417184412,-0.011431905,0.011471463,-0.254351318,-0.011669772,0.193251714,0.270877898,2
0.507121146,0.561296344,0.450103223,0.586654723,0.428624779,0.525300324,0.412964582,0.526080251,0.459247202,0.518610597,0.431894869,0.517554104,0.441105694,0.197434321,0.287117153,0.284127057,0.395189255,0.375037849,0.370018452,0.447158754,0.509041667,0.491799533,0.668768704,0.620981336,0.801221013,0.665849686,-0.403052509,-0.175313294,-0.051276933,-0.312426627,0.087294996,-0.62297374,-0.012982594,-0.025080543,0.025130427,-0.044236951,-0.197463959,0.194936126,0.258345783,2
0.492853731,0.541479766,0.428352118,0.573801756,0.395958006,0.57109189,0.414987862,0.520462632,0.455092728,0.518743217,0.453018606,0.508734405,0.46162039,0.193365499,0.284272313,0.284872532,0.370580584,0.37747404,0.445390075,0.408331007,0.490438789,0.502374768,0.605414569,0.657931447,0.661261916,0.79992497,-0.340480417,-0.081664532,-0.114175476,-0.026699509,-0.212376162,-0.142111421,-0.475810438,-0.002665355,0.002614278,-0.36497277,-0.031204784,0.04390236,0.211740643,2
0.510679126,0.564253509,0.451792419,0.586126804,0.421944857,0.529664695,0.404811919,0.527722955,0.460487366,0.519252479,0.443259299,0.518990278,0.447523028,0.212420493,0.294218153,0.284885287,0.403122723,0.372055352,0.387106687,0.454535306,0.513353527,0.497701555,0.662768424,0.629419625,0.79989022,0.710830331,-0.429984719,-0.19225879,-0.069422975,-0.33306098,0.05707667,-0.639746428,-0.047432393,-0.022475189,0.022574063,-0.063499644,-0.254658639,0.207579762,0.124175012,2
0.479971409,0.541460454,0.426643848,0.578605473,0.388567597,0.550131679,0.430545181,0.524906754,0.458808988,0.528060079,0.457359016,0.524447262,0.468076617,0.203515485,0.282722354,0.292042583,0.369476318,0.386015713,0.448676765,0.419638485,0.495267928,0.504934072,0.634210527,0.657129824,0.659681201,0.789061368,-0.346942186,-0.112237714,-0.115744457,-0.066297643,-0.151025087,-0.173702925,-0.32657817,-0.006373566,0.006281648,-0.157017455,-0.014049083,0.307503998,0.23568657,2
0.499495417,0.564201057,0.44754678,0.589758992,0.416545212,0.537519097,0.409681648,0.523868918,0.458240598,0.519215286,0.451853991,0.516956687,0.457012087,0.19765912,0.286648899,0.275460899,0.394406468,0.35697028,0.3650406,0.447668076,0.508566916,0.497523427,0.660921693,0.645207226,0.794720411,0.757198095,-0.401739031,-0.198863655,-0.071101896,-0.340498269,0.03439277,-0.626667023,-0.072501697,-0.023047015,0.02308182,-0.011972135,-0.10758283,0.291570306,0.193741083,2
0.47794503,0.538980603,0.421127379,0.569191635,0.386057794,0.540890396,0.398234665,0.517208278,0.448683977,0.532468677,0.450644433,0.520556271,0.461874723,0.193977728,0.288301587,0.292556882,0.380495399,0.386841625,0.454019099,0.441236585,0.506492853,0.515200377,0.633972704,0.671133637,0.603288352,0.802938342,-0.385193318,-0.132055387,-0.121141255,-0.067431033,-0.098089159,-0.188676506,-0.259750813,0.000556112,-0.000565401,-0.021702304,0.007149626,0.483796269,0.264996976,2
0.49375701,0.558736205,0.442026705,0.585362375,0.415554136,0.532712579,0.411503971,0.516685367,0.449611425,0.508881688,0.433140337,0.512923777,0.445179313,0.188458458,0.29049474,0.282550037,0.39815414,0.373278558,0.400795609,0.447023213,0.510026276,0.495951593,0.659581244,0.631768465,0.807403624,0.70615083,-0.305392593,-0.147867158,-0.025859427,-0.239593238,0.066899262,-0.488682896,-0.052190386,-0.024904702,0.02484455,-0.09650372,-0.212881207,0.135150105,0.214408278,2
0.473519146,0.53369683,0.415662825,0.564638793,0.381011426,0.529025495,0.408605337,0.514588475,0.447409391,0.515315175,0.446941674,0.5146088,0.454864562,0.19170028,0.283650875,0.279928714,0.378874362,0.372030377,0.428788155,0.419237673,0.490588844,0.500937164,0.607079864,0.654760361,0.680903196,0.795609474,-0.330695391,-0.120493807,-0.099239543,-0.171108365,-0.166802332,-0.391321361,-0.39135325,-0.009186848,0.009056319,-0.372050494,-0.042875867,-0.004918515,0.241101459,2
0.485814482,0.550763607,0.438240349,0.580250919,0.414444774,0.525465488,0.402302742,0.513459206,0.447964728,0.50759691,0.42102927,0.514712512,0.431411922,0.194940776,0.288497388,0.282752246,0.39510259,0.369886726,0.404511034,0.44723171,0.51372987,0.494404793,0.659917593,0.601786733,0.803886056,0.684286535,-0.329277903,-0.172522679,-0.021818433,-0.272762865,0.090558693,-0.510433674,-0.036708545,-0.033346303,0.033383869,-0.055071138,-0.315724432,0.205077022,0.060167216,2
0.464948505,0.524247169,0.403262913,0.550830662,0.365545571,0.520155549,0.391905904,0.501924634,0.433112621,0.519890189,0.43576774,0.506323159,0.441731125,0.187406406,0.287425071,0.283918262,0.382600576,0.380137056,0.444205284,0.434853345,0.498314768,0.509419203,0.628743231,0.663531363,0.677915275,0.796934068,-0.336899817,-0.106791809,-0.115639172,-0.077180997,-0.109202407,-0.211525828,-0.259432316,0.002164905,-0.002220139,-0.200339273,-0.066372745,0.239663795,0.238707274,2
0.486131728,0.545636654,0.42730841,0.564085484,0.395591438,0.508417189,0.404002845,0.506391943,0.438463986,0.500030577,0.426703125,0.497898251,0.424534887,0.170495898,0.270132661,0.257068545,0.386185825,0.343404263,0.358334482,0.419908255,0.493579566,0.477747589,0.661481917,0.623415709,0.806137323,0.678449214,-0.394122422,-0.169928432,-0.037653826,-0.32279852,0.120615698,-0.645050406,0.044871509,-0.018254235,0.018226501,-0.041878153,-0.276018202,0.199947044,0.170995682,2
0.463799715,0.528537631,0.407452404,0.559336782,0.374330103,0.529118776,0.41018495,0.50768435,0.438892692,0.510626197,0.442286104,0.515757799,0.456077814,0.187982902,0.272623897,0.274467677,0.365597606,0.378168702,0.427659303,0.383960247,0.495611995,0.50621134,0.650840521,0.677569687,0.655642092,0.817109227,-0.351968348,-0.071000382,-0.092720047,-0.037339155,-0.201655865,-0.192847893,-0.480232537,-0.007183766,0.007200565,-0.138836056,-0.017045487,0.374988139,0.269176871,2
0.479533345,0.544050574,0.425193071,0.568629861,0.38668105,0.513615727,0.399751723,0.506772935,0.437135309,0.506444633,0.408797085,0.512602985,0.444421053,0.174026787,0.265949726,0.253069967,0.384119809,0.337793887,0.361729234,0.420071602,0.493360817,0.481267422,0.661610723,0.604282379,0.808130503,0.644268215,-0.429155439,-0.189607322,-0.054314274,-0.346718758,0.103523895,-0.682629883,0.018869841,-0.024379523,0.024304258,-0.046479519,-0.323434174,0.21687296,0.158192143,2
0.461149126,0.517172694,0.400200039,0.538158059,0.367735356,0.506828487,0.394273072,0.496321857,0.427857965,0.503449202,0.424466997,0.48752147,0.433202595,0.190746814,0.275847048,0.276382089,0.372668147,0.385388732,0.415794015,0.372231066,0.486814111,0.498184651,0.605034173,0.658085585,0.665154338,0.805980802,-0.374041498,-0.107014254,-0.116864547,-0.131438211,-0.251671493,-0.317328513,-0.533286154,-0.002176814,0.002095711,-0.362392575,-0.07075683,0.09441375,0.243554235,2
0.478207976,0.534370124,0.418086946,0.559703588,0.38350457,0.518924236,0.385954827,0.50182879,0.433706611,0.495999992,0.415851772,0.48597303,0.425527662,0.194257408,0.286369413,0.271458179,0.402553409,0.353611171,0.375312299,0.435841709,0.504904032,0.490485728,0.671842873,0.629972517,0.8121714,0.687233925,-0.404994339,-0.164294958,-0.059463717,-0.321906358,0.064153031,-0.663361073,-0.008205952,-0.013809687,0.013774189,-0.017390203,-0.315960556,0.28376925,0.153535247,2
0.457887888,0.522211194,0.406728119,0.551478982,0.3796781,0.569483936,0.382904172,0.500281155,0.433737904,0.504315257,0.436221838,0.511756539,0.449578673,0.18791002,0.270096689,0.271799058,0.36751163,0.372728169,0.46459341,0.38875857,0.490325391,0.501807928,0.632791638,0.665623248,0.685891092,0.805984497,-0.421817601,-0.154514313,-0.152679414,-0.078129672,-0.284804851,-0.156250104,-0.606954932,-0.020282306,0.020207591,-0.170857772,0.031746123,0.297393352,0.333631516,2
0.480098069,0.536935925,0.420941651,0.557925642,0.382597387,0.50714767,0.382708609,0.503778219,0.435921848,0.49445948,0.415191412,0.492547214,0.433068216,0.188817456,0.275112957,0.269267887,0.394650549,0.355432034,0.332975209,0.440776229,0.507318079,0.492801487,0.676100373,0.627286553,0.811604619,0.662908971,-0.382442594,-0.164103359,-0.047761597,-0.342356145,0.082220271,-0.676175296,0.006246646,-0.019458119,0.019414894,-0.012613568,-0.312115729,0.288821369,0.152325749,2
0.451699406,0.518044651,0.400913417,0.550874531,0.378986925,0.588440001,0.379626065,0.502295971,0.432715803,0.489148796,0.432166874,0.505741715,0.445154518,0.175171688,0.269818813,0.26729247,0.368761182,0.374205738,0.4650442,0.365970939,0.478165805,0.494173586,0.612492502,0.664486229,0.64780879,0.814701438,-0.445400566,-0.148943961,-0.181496173,-0.05747373,-0.353434086,-0.123360954,-0.682762802,-0.016299754,0.016054619,-0.354273826,-0.002218242,0.089238636,0.259583831,2
